url,id_inmueble,texto,precio_texto,area_m2,habitaciones,banos,parqueaderos,sector,ciudad,tipo_inmueble,operacion,fecha_extraccion
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-retiro-via-la-fe-1-habitaciones-2-banos-2-garajes/12782-M6266402,12782-M6266402,"Via La Fe | Retiro $4.000.000 Apartaestudio en Arriendo, Via La Fe, Retiro",$4.000.000,74,1,2,2,Via La Fe,Retiro,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-nueva-zelandia-1-habitaciones-1-banos/20451-M6670212,20451-M6670212,"Destacado Nueva Zelandia | Bogotá D.C. $1.600.000 Apartaestudio en Arriendo, Nueva Zelandia, Bogotá D.C.",$1.600.000,41.53,1,1,,Nueva Zelandia,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-norte-et-ii-1-habitaciones-1-banos/22377-M6628937,22377-M6628937,"CHICO NORTE | Norte | Bogotá D.C. Disponible ahora $3.000.000 Apartaestudio en Arriendo, CHICO NORTE, Bogotá D.C.",$3.000.000,30,1,1,,CHICO NORTE,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-ciudad-del-rio-1-habitaciones-2-banos-1-garajes/23054-M6942953,23054-M6942953,"Ciudad Del Rio | Suroriente | Medellín $3.700.000 Apartaestudio en Arriendo, Ciudad Del Rio, Medellín",$3.700.000,67,1,2,1,Ciudad Del Rio,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-castropol-1-habitaciones-2-banos-2-garajes/23054-M6942352,23054-M6942352,"Castropol | Suroriente | Medellín $8.900.000 Apartaestudio en Arriendo, Castropol, Medellín",$8.900.000,128,1,2,2,Castropol,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-ciudad-salitre-occidental-1-habitaciones-1-banos/4830-M6873962,4830-M6873962,"Ciudad Salitre Occidental | Bogotá D.C. $1.800.000 Apartaestudio en Arriendo, Ciudad Salitre Occidental, Bogotá D.C.",$1.800.000,24.81,1,1,,Ciudad Salitre Occidental,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-envigado-loma-del-escobero-1-habitaciones-1-banos-1-garajes/14273-M6926294,14273-M6926294,"Loma Del Escobero | Envigado $3.500.000 Apartaestudio en Arriendo, Loma Del Escobero, Envigado",$3.500.000,64,1,1,1,Loma Del Escobero,Envigado,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-rionegro-sector-aeropuerto-1-habitaciones-2-banos-1-garajes/18597-M7017904,18597-M7017904,"Sector Aeropuerto | Rionegro $2.900.000 Apartaestudio en Arriendo, Sector Aeropuerto, Rionegro",$2.900.000,68,1,2,1,Sector Aeropuerto,Rionegro,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-chia-chia-1-habitaciones-1-banos-1-garajes/14380-M7032722,14380-M7032722,"Chia | Chía $1.200.000 Apartaestudio en Arriendo, Chia, Chía",$1.200.000,33,1,1,1,Chia,Chía,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-santa-barbara-oriental-1-habitaciones-1-banos/2974-M6849159,2974-M6849159,"SANTA BARBARA | Norte | Bogotá D.C. $2.600.000 Apartaestudio en Arriendo, SANTA BARBARA, Bogotá D.C.",$2.600.000,30.5,1,1,,SANTA BARBARA,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-envigado-el-portal-1-habitaciones-1-banos/16981-M5833336,16981-M5833336,"El portal | Otros | Envigado $4.200.000 Apartaestudio en Arriendo, El portal, Envigado",$4.200.000,45,1,1,,El portal,Envigado,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-la-macarena-1-habitaciones-1-banos-1-garajes/16172-M6115772,16172-M6115772,"CHAPINERO ALTO | Centro | Bogotá D.C. $2.800.000 Apartaestudio en Arriendo, CHAPINERO ALTO, Bogotá D.C.",$2.800.000,50,1,1,1,CHAPINERO ALTO,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-teusaquillo-1-habitaciones-1-banos/15738-M6884860,15738-M6884860,"Destacado Teusaquillo | Bogotá D.C. $1.600.000 Apartaestudio en Arriendo, Teusaquillo, Bogotá D.C.",$1.600.000,20.55,1,1,,Teusaquillo,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-chia-chia-1-habitaciones-1-banos-1-garajes/14380-M7031502,14380-M7031502,"Chia | Chía $1.300.000 Apartaestudio en Arriendo, Chia, Chía",$1.300.000,40,1,1,1,Chia,Chía,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-chia-na-2-habitaciones-1-banos-1-garajes/10962-M7025395,10962-M7025395,"Centro | Chía $1.160.000 Apartaestudio en Arriendo, Centro, Chía",$1.160.000,28,2,1,1,Centro,Chía,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chapinero-central-1-habitaciones-1-banos/11589-M6930031,11589-M6930031,"CHAPINERO CENTRAL | Chapinero | Bogotá D.C. $1.900.000 Apartaestudio en Arriendo, CHAPINERO CENTRAL, Bogotá D.C.",$1.900.000,18,1,1,,CHAPINERO CENTRAL,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-la-macarena-1-habitaciones-1-banos/5268-M7022936,5268-M7022936,"La Macarena | Bogotá D.C. $3.100.000 Apartaestudio en Arriendo, La Macarena, Bogotá D.C.",$3.100.000,30,1,1,,La Macarena,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-envigado-loma-del-escobero-1-habitaciones-2-banos-1-garajes/16549-M7039166,16549-M7039166,"Loma Del Escobero | Envigado $3.400.000 Apartaestudio en Arriendo, Loma Del Escobero, Envigado",$3.400.000,70,1,2,1,Loma Del Escobero,Envigado,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-santa-marta-rodadero-sur-1-habitaciones-1-banos-1-garajes/12280-M6907093,12280-M6907093,"Rodadero Sur | Santa Marta $2.200.000 Apartaestudio en Arriendo, Rodadero Sur, Santa Marta",$2.200.000,36,1,1,1,Rodadero Sur,Santa Marta,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-suba-urbano-1-habitaciones-1-banos/2238-M6001423,2238-M6001423,"SUBA PINAR DE SUBA | Noroccidente | Bogotá D.C. $1.240.000 Apartaestudio en Arriendo, SUBA PINAR DE SUBA, Bogotá D.C.",$1.240.000,33,1,1,,SUBA PINAR DE SUBA,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-cajica-bosque-sabana-silvestre-1-habitaciones-1-banos-1-garajes/5168-M6767381,5168-M6767381,"Bosque Sabana Silvestre | Cajicá $1.800.000 Apartaestudio en Arriendo, Bosque Sabana Silvestre, Cajicá",$1.800.000,39,1,1,1,Bosque Sabana Silvestre,Cajicá,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-na-2-habitaciones-2-banos/2162-M6831330,2162-M6831330,"Chico | Bogotá D.C. $6.000.000 Apartaestudio en Arriendo, Chico, Bogotá D.C.",$6.000.000,40,2,2,,Chico,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-1-habitaciones-1-banos/3815-M6818330,3815-M6818330,"CHICO | Norte | Bogotá D.C. $5.000.000 Apartaestudio en Arriendo, CHICO, Bogotá D.C.",$5.000.000,60,1,1,,CHICO,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-las-nieves-1-habitaciones-1-banos/14059-M6678535,14059-M6678535,"Las Nieves | Bogotá D.C. $1.930.000 Apartaestudio en Arriendo, Las Nieves, Bogotá D.C.",$1.930.000,25,1,1,,Las Nieves,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-el-liston-1-habitaciones-1-banos/14774-M6917874,14774-M6917874,"El Liston | Bogotá D.C. $1.200.000 Apartaestudio en Arriendo, El Liston, Bogotá D.C.",$1.200.000,18.89,1,1,,El Liston,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-norte-1-habitaciones-1-banos/12364-M6550655,12364-M6550655,"Chico Norte | Bogotá D.C. $2.580.000 Apartaestudio en Arriendo, Chico Norte, Bogotá D.C.",$2.580.000,23.7,1,1,,Chico Norte,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-nuevo-contry-1-habitaciones-1-banos-1-garajes/16933-M6588606,16933-M6588606,"LISBOA NUEVO COUNTRY | Norte | Bogotá D.C. $1.800.000 Apartaestudio en Arriendo, LISBOA NUEVO COUNTRY, Bogotá D.C.",$1.800.000,20,1,1,1,LISBOA NUEVO COUNTRY,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-los-pinos-2-habitaciones-1-banos/16120-M5810936,16120-M5810936,"Los Pinos | Nororiente | Medellín $3.000.000 Apartaestudio en Arriendo, Los Pinos, Medellín",$3.000.000,47,2,1,,Los Pinos,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-chico-norte-et.-iii-1-habitaciones-1-banos-1-garajes/MC6705495,MC6705495,"Para Estrenar RESERVA CHICO Zona Urbana | Norte | Bogotá D.C. $3.500.000 Apartaestudio en Arriendo, Para Estrenar RESERVA CHICO Zona Urbana, Bogotá D.C.",$3.500.000,37,1,1,1,Para Estrenar RESERVA CHICO Zona Urbana,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-barranquilla-altos-del-prado-1-habitaciones-2-banos-1-garajes/MC6933967,MC6933967,"ALTO PRADO Noroccidente | Noroccidente | Barranquilla $3.200.000 Apartaestudio en Arriendo, ALTO PRADO Noroccidente, Barranquilla",$3.200.000,40,1,2,1,ALTO PRADO Noroccidente,Barranquilla,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-bogota-los-cedritos-1-habitaciones-1-banos-1-garajes/MC7031462,MC7031462,"CEDRITOS Cedritos | Norte | Bogotá D.C. $1.760.000 Apartaestudio en Arriendo, CEDRITOS Cedritos, Bogotá D.C.",$1.760.000,35,1,1,1,CEDRITOS Cedritos,Bogotá D.C.,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-villavicencio-vereda-vanguardia-1-habitaciones-1-banos-1-garajes/MC6167122,MC6167122,"Vereda Vanguardia | Otros | Villavicencio $635.000 Apartaestudio en Arriendo, Vereda Vanguardia, Villavicencio",$635.000,30,1,1,1,Vereda Vanguardia,Villavicencio,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-san-joaquin-1-habitaciones-2-banos/10899-M7036749,10899-M7036749,"Destacado San Joaquin | Medellín $2.200.000 Apartaestudio en Arriendo, San Joaquin, Medellín",$2.200.000,38,1,2,,San Joaquin,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
https://www.metrocuadrado.com/inmueble/arriendo-apartaestudio-medellin-miravalle-1-habitaciones-1-banos/20692-M6846212,20692-M6846212,"Destacado EL NOGAL LOS ALMENDROS | Suroccidente | Medellín $1.650.000 Apartaestudio en Arriendo, EL NOGAL LOS ALMENDROS, Medellín",$1.650.000,28,1,1,,EL NOGAL LOS ALMENDROS,Medellín,apartaestudio,arriendo,2026-09-10T04:25:40+00:00
